BioProduct,SubstratePathway,Cost + sep,,,BioproductionCost_mass2,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Acetaldehyde,1734.285394,,,1452.234112,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Acetaldehyde,1704.442989,,,1422.391707,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Acetaldehyde,1847.766552,,,1565.71527,,,Sum of Cost + sep,Column Labels,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Acetaldehyde,1796.270388,,,1514.219106,,,Row Labels,Acetaldehyde,Acetate,CarbonDioxide_4,CO_1:H2_0,CO_1:H2_0.5,CO_1:H2_1,CO_1:H2_2,EG_Glycolate,EG_SACA,Ethanol,FOR_1:H2_0,FOR_1:H2_0.5,FOR_1:H2_1,FOR_1:H2_2,Formate_Formolase,Formate_RGP-Serine,Formate_SerineCycle,Glycolaldehyde_Glycolate,Glycolaldehyde_SACA,Methanol_Formolase,Methanol_RuMP,Methanol_SerineCycle,Grand Total
2-Methyl-1-Butanol,FOR_1:H2_1,2786.461016,,,2504.409734,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,FOR_1:H2_1,3306.237103,,,3024.185821,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,FOR_1:H2_1,6827.043603,,,6544.992321,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,FOR_1:H2_1,2252.818063,,,1970.76678,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,FOR_1:H2_1,4728.469905,,,4446.418623,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,FOR_1:H2_1,2039.937714,,,1757.886432,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,FOR_1:H2_1,6834.4618,,,6552.410518,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,FOR_1:H2_1,7319.784443,,,7037.733161,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,FOR_1:H2_1,5217.959402,,,4935.90812,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,FOR_1:H2_1,2648.86294,,,2366.811658,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,FOR_1:H2_1,2648.86294,,,2366.811658,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,FOR_1:H2_1,1903.28739,,,1621.236108,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,FOR_1:H2_1,4886.853577,,,4604.802295,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,FOR_1:H2_1,1680.824607,,,1398.773325,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,FOR_1:H2_1,5146.195019,,,4864.143737,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,FOR_1:H2_1,1884.741631,,,1602.690349,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,FOR_1:H2_1,5715.164993,,,5433.113711,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,FOR_1:H2_1,3952.736206,,,3670.684924,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,FOR_1:H2_1,1840.82596,,,1558.774678,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,FOR_1:H2_1,3219.331763,,,2937.280481,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,FOR_1:H2_1,3516.700134,,,3234.648852,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,FOR_1:H2_1,3534.26084,,,3252.209558,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,FOR_1:H2_1,2318.818034,,,2036.766752,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,FOR_1:H2_1,1903.28739,,,1621.236108,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,FOR_1:H2_1,5787.074499,,,5505.023217,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,FOR_1:H2_1,2471.484656,,,2189.433374,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,FOR_1:H2_1,1945.624288,,,1663.573006,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,FOR_1:H2_1,5679.21024,,,5397.158958,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,FOR_1:H2_1,2279.606991,,,1997.555709,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,FOR_1:H2_1,1617.22547,,,1335.174188,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,FOR_1:H2_1,1794.082851,,,1512.031569,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,FOR_1:H2_1,3493.101864,,,3211.050582,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,FOR_1:H2_1,3503.452134,,,3221.400851,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,FOR_1:H2_1,3558.649582,,,3276.5983,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,FOR_1:H2_1,3453.287165,,,3171.235883,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,FOR_1:H2_1,3453.287165,,,3171.235883,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,FOR_1:H2_1,7778.320853,,,7496.269571,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,FOR_1:H2_1,3653.974815,,,3371.923533,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,FOR_1:H2_1,3787.274927,,,3505.223645,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,FOR_1:H2_1,3294.973247,,,3012.921965,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,FOR_1:H2_1,7762.567323,,,7480.516041,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,FOR_1:H2_1,1611.36294,,,1329.311658,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,FOR_1:H2_2,1796.316049,,,1514.264767,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,FOR_1:H2_2,1796.316049,,,1514.264767,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,FOR_1:H2_2,2800.124744,,,2518.073462,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,FOR_1:H2_2,1622.527959,,,1340.476677,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,FOR_1:H2_2,3480.956474,,,3198.905192,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,FOR_1:H2_2,3372.018352,,,3089.96707,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,FOR_1:H2_2,2136.031524,,,1853.980242,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,FOR_1:H2_2,1796.316049,,,1514.264767,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,FOR_1:H2_2,2388.632444,,,2106.581162,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,FOR_1:H2_2,2899.090192,,,2617.03891,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,FOR_1:H2_2,6962.578339,,,6680.527057,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,FOR_1:H2_2,2038.317073,,,1756.265791,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,FOR_1:H2_2,5031.909538,,,4749.858256,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,FOR_1:H2_2,2314.026312,,,2031.97503,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,FOR_1:H2_2,7143.191531,,,6861.140249,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,FOR_1:H2_2,7633.812501,,,7351.761219,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,FOR_1:H2_2,4627.033455,,,4344.982173,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,FOR_1:H2_2,2141.931793,,,1859.880511,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,FOR_1:H2_2,2141.931793,,,1859.880511,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,FOR_1:H2_2,1832.919744,,,1550.868462,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,FOR_1:H2_2,5143.194727,,,4861.143445,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,FOR_1:H2_2,1983.431055,,,1701.379773,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,FOR_1:H2_2,5449.386681,,,5167.335399,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,FOR_1:H2_2,1815.17894,,,1533.127658,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,FOR_1:H2_2,5422.952402,,,5140.90112,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,FOR_1:H2_2,4116.124788,,,3834.073506,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,FOR_1:H2_2,2105.742645,,,1823.691363,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,FOR_1:H2_2,3894.999314,,,3612.948032,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,FOR_1:H2_2,2829.223726,,,2547.172444,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,FOR_1:H2_2,2843.890916,,,2561.839634,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,FOR_1:H2_2,1882.576941,,,1600.525658,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,FOR_1:H2_2,1832.919744,,,1550.868462,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,FOR_1:H2_2,5495.646953,,,5213.595671,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,FOR_1:H2_2,2002.544946,,,1720.493664,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,FOR_1:H2_2,2246.597572,,,1964.54629,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,FOR_1:H2_2,5386.605127,,,5104.553845,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,FOR_1:H2_2,2363.629571,,,2081.578289,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,FOR_1:H2_2,1906.07307,,,1624.021788,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,FOR_1:H2_2,2106.400708,,,1824.349426,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,FOR_1:H2_2,2809.513797,,,2527.462515,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,FOR_1:H2_2,2818.158629,,,2536.107347,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,FOR_1:H2_2,2864.26107,,,2582.209788,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,FOR_1:H2_2,3062.738415,,,2780.687133,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,FOR_1:H2_2,3062.738415,,,2780.687133,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,FOR_1:H2_2,7957.466,,,7675.414718,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,FOR_1:H2_2,2943.87935,,,2661.828068,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,FOR_1:H2_2,3196.912418,,,2914.861136,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,FOR_1:H2_2,3571.944488,,,3289.893206,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,FOR_1:H2_2,7788.223798,,,7506.172516,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,FOR_1:H2_2,1885.939064,,,1603.887782,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Glycolaldehyde_Glycolate,33986.97566,,,33704.92438,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Glycolaldehyde_Glycolate,33986.97566,,,33704.92438,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Glycolaldehyde_Glycolate,30485.23866,,,30203.18738,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Glycolaldehyde_Glycolate,29304.26732,,,29022.21603,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,Glycolaldehyde_Glycolate,31543.72533,,,31261.67405,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,Glycolaldehyde_Glycolate,41671.26037,,,41389.20909,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,Glycolaldehyde_Glycolate,44256.41647,,,43974.36519,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,Glycolaldehyde_Glycolate,33986.97566,,,33704.92438,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,Glycolaldehyde_Glycolate,47789.77443,,,47507.72315,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pyrone-4-6-Dicarboxylate,Glycolaldehyde_Glycolate,20005.25894,,,19723.20766,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,Glycolaldehyde_Glycolate,50314.74209,,,50032.69081,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,Glycolaldehyde_Glycolate,46310.66816,,,46028.61688,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,Glycolaldehyde_Glycolate,34459.12397,,,34177.07268,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,Glycolaldehyde_Glycolate,39794.87835,,,39512.82707,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,Glycolaldehyde_Glycolate,27410.56094,,,27128.50966,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,Glycolaldehyde_Glycolate,23513.45625,,,23231.40497,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipate,Glycolaldehyde_Glycolate,29424.06362,,,29142.01234,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,Glycolaldehyde_Glycolate,39285.59522,,,39003.54394,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,Glycolaldehyde_Glycolate,39285.59522,,,39003.54394,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzylAlcohol,Glycolaldehyde_Glycolate,51075.47377,,,50793.42249,,,,,,,,,,,,,,,,,,,,,,,,,,
BetaCarotene,Glycolaldehyde_Glycolate,59306.04826,,,59023.99698,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,Glycolaldehyde_Glycolate,62095.78893,,,61813.73765,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,Glycolaldehyde_Glycolate,45024.43245,,,44742.38117,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,Glycolaldehyde_Glycolate,47481.91889,,,47199.86761,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,Glycolaldehyde_Glycolate,31955.34898,,,31673.2977,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,Glycolaldehyde_Glycolate,34215.62115,,,33933.56987,,,,,,,,,,,,,,,,,,,,,,,,,,
ciscisMuconate,Glycolaldehyde_Glycolate,27239.30647,,,26957.25519,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,Glycolaldehyde_Glycolate,14774.78139,,,14492.73011,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,Glycolaldehyde_Glycolate,34332.285,,,34050.23372,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,Glycolaldehyde_Glycolate,31593.02956,,,31310.97828,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,Glycolaldehyde_Glycolate,57045.90842,,,56763.85714,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,Glycolaldehyde_Glycolate,31474.21485,,,31192.16357,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,Glycolaldehyde_Glycolate,18608.11259,,,18326.06131,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutarate,Glycolaldehyde_Glycolate,27811.2498,,,27529.19852,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,Glycolaldehyde_Glycolate,10159.43207,,,9877.380785,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,Glycolaldehyde_Glycolate,60984.47347,,,60702.42219,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,Glycolaldehyde_Glycolate,59477.92608,,,59195.87479,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,Glycolaldehyde_Glycolate,38785.23935,,,38503.18807,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,Glycolaldehyde_Glycolate,32006.25026,,,31724.19898,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,Glycolaldehyde_Glycolate,57143.88991,,,56861.83863,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,Glycolaldehyde_Glycolate,41975.07415,,,41693.02287,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,Glycolaldehyde_Glycolate,21189.03369,,,20906.98241,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,Glycolaldehyde_Glycolate,57045.90842,,,56763.85714,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,Glycolaldehyde_Glycolate,27840.97864,,,27558.92736,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,Glycolaldehyde_Glycolate,13071.05243,,,12789.00115,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,Glycolaldehyde_Glycolate,13221.40364,,,12939.35236,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,Glycolaldehyde_Glycolate,60635.83971,,,60353.78843,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,Glycolaldehyde_Glycolate,58880.99548,,,58598.9442,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,Glycolaldehyde_Glycolate,62346.41073,,,62064.35945,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,Glycolaldehyde_Glycolate,44676.0878,,,44394.03651,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,Glycolaldehyde_Glycolate,51373.28326,,,51091.23198,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,Glycolaldehyde_Glycolate,46696.88279,,,46414.83151,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,Glycolaldehyde_Glycolate,65636.78748,,,65354.7362,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,Glycolaldehyde_Glycolate,79015.36275,,,78733.31147,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,Glycolaldehyde_Glycolate,23255.75441,,,22973.70313,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,Glycolaldehyde_Glycolate,55565.87873,,,55283.82744,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,Glycolaldehyde_Glycolate,15873.15042,,,15591.09914,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Glycolaldehyde_SACA,27072.38327,,,26790.33198,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Glycolaldehyde_SACA,27072.38327,,,26790.33198,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Glycolaldehyde_SACA,27325.94036,,,27043.88908,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Glycolaldehyde_SACA,26936.90983,,,26654.85855,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,Glycolaldehyde_SACA,28728.71914,,,28446.66786,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,Glycolaldehyde_SACA,37205.33382,,,36923.28254,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,Glycolaldehyde_SACA,39695.9338,,,39413.88252,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,Glycolaldehyde_SACA,27130.33196,,,26848.28067,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,Glycolaldehyde_SACA,42619.42413,,,42337.37285,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pyrone-4-6-Dicarboxylate,Glycolaldehyde_SACA,18433.65875,,,18151.60747,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,Glycolaldehyde_SACA,43892.12429,,,43610.07301,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,Glycolaldehyde_SACA,43954.89538,,,43672.8441,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,Glycolaldehyde_SACA,30698.51711,,,30416.46583,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,Glycolaldehyde_SACA,28703.68153,,,28421.63025,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,Glycolaldehyde_SACA,25698.74653,,,25416.69525,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,Glycolaldehyde_SACA,20156.34364,,,19874.29236,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipate,Glycolaldehyde_SACA,27660.83578,,,27378.7845,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,Glycolaldehyde_SACA,37630.09126,,,37348.03998,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,Glycolaldehyde_SACA,37630.09126,,,37348.03998,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzylAlcohol,Glycolaldehyde_SACA,48354.56011,,,48072.50883,,,,,,,,,,,,,,,,,,,,,,,,,,
BetaCarotene,Glycolaldehyde_SACA,50055.20944,,,49773.15816,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,Glycolaldehyde_SACA,53972.19381,,,53690.14252,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,Glycolaldehyde_SACA,36237.37254,,,35955.32126,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,Glycolaldehyde_SACA,41244.54367,,,40962.49239,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,Glycolaldehyde_SACA,24692.29898,,,24410.2477,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,Glycolaldehyde_SACA,31977.87921,,,31695.82793,,,,,,,,,,,,,,,,,,,,,,,,,,
ciscisMuconate,Glycolaldehyde_SACA,25595.93729,,,25313.88601,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,Glycolaldehyde_SACA,11976.57672,,,11694.52544,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,Glycolaldehyde_SACA,32570.62847,,,32288.57719,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,Glycolaldehyde_SACA,24839.87791,,,24557.82663,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,Glycolaldehyde_SACA,48737.19648,,,48455.14519,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,Glycolaldehyde_SACA,25651.8631,,,25369.81182,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,Glycolaldehyde_SACA,14958.39442,,,14676.34313,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutarate,Glycolaldehyde_SACA,24643.28385,,,24361.23257,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,Glycolaldehyde_SACA,10102.79876,,,9820.747482,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,Glycolaldehyde_SACA,50548.1694,,,50266.11811,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,Glycolaldehyde_SACA,50671.11707,,,50389.06578,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,Glycolaldehyde_SACA,31412.82142,,,31130.77014,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,Glycolaldehyde_SACA,25775.89234,,,25493.84106,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,Glycolaldehyde_SACA,48874.84909,,,48592.79781,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,Glycolaldehyde_SACA,31404.75058,,,31122.6993,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,Glycolaldehyde_SACA,17025.31338,,,16743.26209,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,Glycolaldehyde_SACA,48668.37017,,,48386.31889,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,Glycolaldehyde_SACA,24820.52461,,,24538.47332,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,Glycolaldehyde_SACA,11695.16894,,,11413.11766,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,Glycolaldehyde_SACA,10910.18021,,,10628.12893,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,Glycolaldehyde_SACA,49992.01724,,,49709.96596,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,Glycolaldehyde_SACA,50016.47812,,,49734.42684,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,Glycolaldehyde_SACA,51710.5487,,,51428.49742,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,Glycolaldehyde_SACA,39202.08154,,,38920.03026,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,Glycolaldehyde_SACA,42300.3065,,,42018.25522,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,Glycolaldehyde_SACA,44240.85389,,,43958.80261,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,Glycolaldehyde_SACA,54067.65519,,,53785.60391,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,Glycolaldehyde_SACA,66348.36244,,,66066.31116,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,Glycolaldehyde_SACA,22020.54674,,,21738.49545,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,Glycolaldehyde_SACA,52554.41698,,,52272.36569,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,Glycolaldehyde_SACA,14122.80183,,,13840.75055,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Methanol_Formolase,1655.496482,,,1373.4452,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Methanol_Formolase,1628.847648,,,1346.796366,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Methanol_Formolase,1508.531515,,,1226.480233,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Methanol_Formolase,1329.887256,,,1047.835974,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,Methanol_Formolase,1541.954689,,,1259.903407,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,Methanol_Formolase,1876.661606,,,1594.610324,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,Methanol_Formolase,2111.368503,,,1829.317221,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,Methanol_Formolase,1670.231926,,,1388.180644,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,Methanol_Formolase,2255.96836,,,1973.917078,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pyrone-4-6-Dicarboxylate,Methanol_Formolase,1063.805593,,,781.7543108,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,Methanol_Formolase,2475.252102,,,2193.20082,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,Methanol_Formolase,2276.275874,,,1994.224592,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,Methanol_Formolase,1707.191804,,,1425.140522,,,,,,,,,,,,,,,,,,,,,,,,,,
