BioProduct,SubstratePathway,Cost + sep,,,BioproductionCost_mass2,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Acetaldehyde,1734.285394,,,1452.234112,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Acetaldehyde,1704.442989,,,1422.391707,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Acetaldehyde,1847.766552,,,1565.71527,,,Sum of Cost + sep,Column Labels,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Acetaldehyde,1796.270388,,,1514.219106,,,Row Labels,Acetaldehyde,Acetate,CarbonDioxide_4,CO_1:H2_0,CO_1:H2_0.5,CO_1:H2_1,CO_1:H2_2,EG_Glycolate,EG_SACA,Ethanol,FOR_1:H2_0,FOR_1:H2_0.5,FOR_1:H2_1,FOR_1:H2_2,Formate_Formolase,Formate_RGP-Serine,Formate_SerineCycle,Glycolaldehyde_Glycolate,Glycolaldehyde_SACA,Methanol_Formolase,Methanol_RuMP,Methanol_SerineCycle,Grand Total
Lysine_L,CO_1:H2_2,2273.62076,,,1991.569478,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,CO_1:H2_2,1817.540683,,,1535.489401,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,CO_1:H2_2,2008.486236,,,1726.434954,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,CO_1:H2_2,2725.807204,,,2443.755922,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,CO_1:H2_2,2734.243202,,,2452.19192,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,CO_1:H2_2,2779.231943,,,2497.180661,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,CO_1:H2_2,2969.931304,,,2687.880022,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,CO_1:H2_2,2969.931304,,,2687.880022,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,CO_1:H2_2,7669.176806,,,7387.125524,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,CO_1:H2_2,2856.926878,,,2574.875596,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,CO_1:H2_2,3100.486525,,,2818.435243,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,CO_1:H2_2,3431.591742,,,3149.54046,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,CO_1:H2_2,7508.67874,,,7226.627458,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,CO_1:H2_2,1799.856966,,,1517.805684,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,EG_Glycolate,2250.708368,,,1968.657086,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,EG_Glycolate,2214.188729,,,1932.137447,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,EG_Glycolate,2034.643859,,,1752.592577,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,EG_Glycolate,1880.617402,,,1598.56612,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,EG_Glycolate,2039.190907,,,1757.139625,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,EG_Glycolate,2567.080348,,,2285.029066,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,EG_Glycolate,2873.186281,,,2591.134999,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,EG_Glycolate,2252.520473,,,1970.469191,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,EG_Glycolate,3073.106564,,,2791.055282,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pyrone-4-6-Dicarboxylate,EG_Glycolate,1434.103641,,,1152.052359,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,EG_Glycolate,3369.830205,,,3087.778923,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,EG_Glycolate,3130.713513,,,2848.662231,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,EG_Glycolate,2297.67727,,,2015.625988,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,EG_Glycolate,2700.609671,,,2418.558389,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,EG_Glycolate,1834.538281,,,1552.486999,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,EG_Glycolate,1603.347058,,,1321.295776,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipate,EG_Glycolate,2019.744359,,,1737.693077,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,EG_Glycolate,2538.328352,,,2256.27707,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,EG_Glycolate,2538.328352,,,2256.27707,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzylAlcohol,EG_Glycolate,3489.612755,,,3207.561473,,,,,,,,,,,,,,,,,,,,,,,,,,
BetaCarotene,EG_Glycolate,3751.209657,,,3469.158375,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,EG_Glycolate,4057.79731,,,3775.746028,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,EG_Glycolate,2786.653311,,,2504.602029,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,EG_Glycolate,3186.275627,,,2904.224345,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,EG_Glycolate,2092.325657,,,1810.274375,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,EG_Glycolate,2346.851547,,,2064.800265,,,,,,,,,,,,,,,,,,,,,,,,,,
ciscisMuconate,EG_Glycolate,1925.544755,,,1643.493473,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,EG_Glycolate,1090.100477,,,808.0491945,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,EG_Glycolate,2342.879794,,,2060.828512,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,EG_Glycolate,2127.650172,,,1845.59889,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,EG_Glycolate,3648.465047,,,3366.413765,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,EG_Glycolate,2180.503245,,,1898.451963,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,EG_Glycolate,1349.345845,,,1067.294563,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutarate,EG_Glycolate,1927.839767,,,1645.788485,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,EG_Glycolate,840.9697509,,,558.9184688,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,EG_Glycolate,3848.632217,,,3566.580935,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,EG_Glycolate,3769.550295,,,3487.499012,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,EG_Glycolate,2508.024781,,,2225.973499,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,EG_Glycolate,2212.630518,,,1930.579236,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,EG_Glycolate,3656.157779,,,3374.106497,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,EG_Glycolate,2865.934545,,,2583.883263,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,EG_Glycolate,1499.656542,,,1217.60526,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,EG_Glycolate,3644.618682,,,3362.5674,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,EG_Glycolate,1856.727804,,,1574.676522,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,EG_Glycolate,984.162232,,,702.11095,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,EG_Glycolate,1009.534274,,,727.4829924,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,EG_Glycolate,3798.661829,,,3516.610547,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,EG_Glycolate,3726.142135,,,3444.090853,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,EG_Glycolate,3967.39583,,,3685.344548,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,EG_Glycolate,2900.619511,,,2618.568229,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,EG_Glycolate,3479.34157,,,3197.290288,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,EG_Glycolate,3050.531293,,,2768.480011,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,EG_Glycolate,4205.711465,,,3923.660183,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,EG_Glycolate,4997.647043,,,4715.595761,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,EG_Glycolate,1635.298066,,,1353.246784,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,EG_Glycolate,3665.303653,,,3383.252371,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,EG_Glycolate,1130.668674,,,848.6173922,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,EG_SACA,1734.284489,,,1452.233207,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,EG_SACA,1704.442099,,,1422.390817,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,EG_SACA,1847.765608,,,1565.714326,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,EG_SACA,1796.26947,,,1514.218188,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,EG_SACA,1881.937804,,,1599.886522,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,EG_SACA,2430.025463,,,2147.974181,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,EG_SACA,2616.236248,,,2334.184966,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,EG_SACA,1776.768141,,,1494.716859,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,EG_SACA,2767.765568,,,2485.714286,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pyrone-4-6-Dicarboxylate,EG_SACA,1241.996759,,,959.9454765,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,EG_SACA,2840.430904,,,2558.379622,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,EG_SACA,2789.891778,,,2507.840496,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,EG_SACA,2054.405437,,,1772.354155,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,EG_SACA,2004.441623,,,1722.390341,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,EG_SACA,1717.363992,,,1435.31271,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,EG_SACA,1340.181955,,,1058.130673,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipate,EG_SACA,1852.251118,,,1570.199836,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,EG_SACA,2420.733619,,,2138.682337,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,EG_SACA,2420.733619,,,2138.682337,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzylAlcohol,EG_SACA,3102.219157,,,2820.167875,,,,,,,,,,,,,,,,,,,,,,,,,,
BetaCarotene,EG_SACA,3103.39613,,,2821.344847,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,EG_SACA,3456.011784,,,3173.960502,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,EG_SACA,2230.255536,,,1948.204254,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,EG_SACA,2696.518675,,,2414.467393,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,EG_SACA,1553.47711,,,1271.425828,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,EG_SACA,2059.132329,,,1777.081047,,,,,,,,,,,,,,,,,,,,,,,,,,
ciscisMuconate,EG_SACA,1706.131621,,,1424.080339,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,EG_SACA,875.4369337,,,593.3856516,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,EG_SACA,2094.777057,,,1812.725775,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,EG_SACA,1573.860534,,,1291.809252,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,EG_SACA,3067.799947,,,2785.748665,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,EG_SACA,1705.859238,,,1423.807956,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,EG_SACA,1065.72638,,,783.6750982,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutarate,EG_SACA,1671.952088,,,1389.900806,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,EG_SACA,832.5492716,,,550.4979895,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,EG_SACA,3044.760452,,,2762.70917,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,EG_SACA,3097.162535,,,2815.111253,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,EG_SACA,2046.010034,,,1763.958752,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,EG_SACA,1696.781718,,,1414.730436,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,EG_SACA,3077.167742,,,2795.11646,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,EG_SACA,2111.921684,,,1829.870402,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,EG_SACA,1176.093991,,,894.0427085,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,EG_SACA,3063.116049,,,2781.064767,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,EG_SACA,1667.769697,,,1385.718415,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,EG_SACA,865.8856823,,,583.8344003,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,EG_SACA,809.3208103,,,527.2695283,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,EG_SACA,3006.589377,,,2724.538095,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,EG_SACA,3036.919243,,,2754.867961,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,EG_SACA,3123.853708,,,2841.802426,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,EG_SACA,2528.876436,,,2246.825154,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,EG_SACA,2775.814897,,,2493.763615,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,EG_SACA,2829.083995,,,2547.032713,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,EG_SACA,3285.195625,,,3003.144343,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,EG_SACA,4201.176691,,,3919.125409,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,EG_SACA,1479.543233,,,1197.49195,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,EG_SACA,3303.803233,,,3021.751951,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,EG_SACA,1005.853974,,,723.8026917,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Ethanol,1488.116517,,,1206.065235,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Ethanol,1465.824555,,,1183.773273,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Ethanol,1590.218611,,,1308.167329,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Ethanol,1508.376419,,,1226.325137,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,Ethanol,1574.507218,,,1292.455936,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,Ethanol,2044.146774,,,1762.095492,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,Ethanol,2211.961193,,,1929.909911,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,Ethanol,1510.40848,,,1228.357198,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,Ethanol,2327.231043,,,2045.17976,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pyrone-4-6-Dicarboxylate,Ethanol,1053.138407,,,771.0871252,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,Ethanol,2406.560203,,,2124.508921,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,Ethanol,2334.839065,,,2052.787783,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,Ethanol,1741.50455,,,1459.453268,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,Ethanol,1815.342938,,,1533.291656,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,Ethanol,1452.265189,,,1170.213907,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,Ethanol,1132.181355,,,850.1300733,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipate,Ethanol,1567.401762,,,1285.35048,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,Ethanol,2031.516752,,,1749.46547,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,Ethanol,2031.516752,,,1749.46547,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzylAlcohol,Ethanol,2601.983551,,,2319.932269,,,,,,,,,,,,,,,,,,,,,,,,,,
BetaCarotene,Ethanol,2654.392098,,,2372.340815,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,Ethanol,2942.598754,,,2660.547472,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,Ethanol,1830.519141,,,1548.467859,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,Ethanol,2308.071529,,,2026.020247,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,Ethanol,1391.590024,,,1109.538742,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,Ethanol,1728.399771,,,1446.348489,,,,,,,,,,,,,,,,,,,,,,,,,,
ciscisMuconate,Ethanol,1442.045141,,,1159.993859,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,Ethanol,772.3925431,,,490.3412611,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,Ethanol,1757.886066,,,1475.834783,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,Ethanol,1413.100665,,,1131.049383,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,Ethanol,2614.043696,,,2331.992414,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,Ethanol,1497.92296,,,1215.871678,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,Ethanol,947.1948959,,,665.1436138,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutarate,Ethanol,1436.035102,,,1153.98382,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,Ethanol,805.462908,,,523.411626,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,Ethanol,2511.35804,,,2229.306758,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,Ethanol,2628.275274,,,2346.223992,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,Ethanol,1726.381724,,,1444.330441,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,Ethanol,1483.853329,,,1201.802047,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,Ethanol,2620.636782,,,2338.5855,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,Ethanol,1914.347743,,,1632.296461,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,Ethanol,1040.869317,,,758.8180349,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,Ethanol,2610.747153,,,2328.695871,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,Ethanol,1412.959003,,,1130.907721,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,Ethanol,754.1804745,,,472.1291924,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,Ethanol,721.6095113,,,439.5582293,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,Ethanol,2471.560676,,,2189.509394,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,Ethanol,2559.551502,,,2277.50022,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,Ethanol,2596.860618,,,2314.809336,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,Ethanol,2137.198237,,,1855.146955,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,Ethanol,2373.594631,,,2091.543349,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,Ethanol,2371.303439,,,2089.252157,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,Ethanol,2767.010279,,,2484.958997,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,Ethanol,3530.839651,,,3248.788369,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,Ethanol,1252.475613,,,970.424331,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,Ethanol,2759.369286,,,2477.318004,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,Ethanol,870.5512624,,,588.4999803,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,FOR_1:H2_0,4178.560609,,,3896.509326,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,FOR_1:H2_0,4178.531798,,,3896.480516,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,FOR_1:H2_0,5311.36779,,,5029.316508,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,FOR_1:H2_0,3629.278996,,,3347.227714,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,FOR_1:H2_0,6735.894974,,,6453.843692,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,FOR_1:H2_0,6836.653022,,,6554.60174,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,FOR_1:H2_0,5096.908,,,4814.856718,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,FOR_1:H2_0,4178.531798,,,3896.480516,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,FOR_1:H2_0,5752.92213,,,5470.870848,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,FOR_1:H2_0,6013.681451,,,5731.630169,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,FOR_1:H2_0,13055.34009,,,12773.28881,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,FOR_1:H2_0,4667.522234,,,4385.470952,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,FOR_1:H2_0,9020.998067,,,8738.946785,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,FOR_1:H2_0,3736.983732,,,3454.93245,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,FOR_1:H2_0,13130.27504,,,12848.22375,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,FOR_1:H2_0,14084.12332,,,13802.07203,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,FOR_1:H2_0,9672.359249,,,9390.307967,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,FOR_1:H2_0,5486.986562,,,5204.93528,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,FOR_1:H2_0,5486.986562,,,5204.93528,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,FOR_1:H2_0,3916.038294,,,3633.987012,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,FOR_1:H2_0,9299.485606,,,9017.434324,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,FOR_1:H2_0,2857.290818,,,2575.239536,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,FOR_1:H2_0,9819.855259,,,9537.803977,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,FOR_1:H2_0,3874.468134,,,3592.416851,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,FOR_1:H2_0,10748.16713,,,10466.11585,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,FOR_1:H2_0,7454.428862,,,7172.37758,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,FOR_1:H2_0,3270.637163,,,2988.585881,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,FOR_1:H2_0,5762.822692,,,5480.77141,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,FOR_1:H2_0,7365.631176,,,7083.579894,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,FOR_1:H2_0,7399.391635,,,7117.340353,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,FOR_1:H2_0,4761.173686,,,4479.122404,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,FOR_1:H2_0,3916.038294,,,3633.987012,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,FOR_1:H2_0,10889.49735,,,10607.44607,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,FOR_1:H2_0,5096.908,,,4814.856718,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,FOR_1:H2_0,3466.042233,,,3183.990951,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,FOR_1:H2_0,10677.50202,,,10395.45073,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,FOR_1:H2_0,4158.957416,,,3876.906134,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,FOR_1:H2_0,2740.200358,,,2458.149076,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,FOR_1:H2_0,3038.953471,,,2756.902189,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,FOR_1:H2_0,7320.263503,,,7038.212221,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,FOR_1:H2_0,7340.161896,,,7058.110614,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,FOR_1:H2_0,7446.278992,,,7164.22771,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,FOR_1:H2_0,6309.91585,,,6027.864568,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,FOR_1:H2_0,6309.91585,,,6027.864568,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,FOR_1:H2_0,14938.39683,,,14656.34555,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,FOR_1:H2_0,7629.541756,,,7347.490474,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,FOR_1:H2_0,7629.541756,,,7347.490474,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,FOR_1:H2_0,6203.618042,,,5921.56676,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,FOR_1:H2_0,14845.48146,,,14563.43018,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,FOR_1:H2_0,2800.232794,,,2518.181512,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Formate_Formolase,7735.583429,,,7453.532147,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Formate_Formolase,7735.583429,,,7453.532147,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Formate_Formolase,7506.520659,,,7224.469377,,,,,,,,,,,,,,,,,,,,,,,,,,
